Name,Total Score,Process Method,Cultivar,Farm_Gate,Uniformity,Fragrance,Wet Aroma,Brightness,Flavor,Body_1,Finish,Sweetness,Clean Cup,Complexity,Berry,Floral,Sugars,Caramel,Citrus,Nuts,Rustic,Spice,Honey,Body_2,Region,Drying Method,Roast Recommendations,Website,instock
Java Anaerobic Honey Gunung Patuha,88.2,"Anaerobic, then Honey Process",Modern Hybrids,Yes,8.2,8.5,8.7,8.5,9,9.2,8.2,8.5,8.2,9.2,0,0,3,0,2,0,1.5,0,2,4,"Gunung Patuha, Ciwidey",Raised Bed Sun-Dried,City to Full City,https://www.sweetmarias.com/java-anaerobic-honey-gunung-patuha-7913.html,1
Java Sunda Gunung Tilu,86,Wet Process (Washed),"Typica Types, Modern Hybrids",Yes,8.3,8.2,8.5,8.5,8.5,8.5,7.7,8.4,7.8,8.6,0,0,3,3,0,2,2,1,0,3.5,"Tilu, Bandung, Sunda",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/java-sunda-gunung-tilu-7516.html,1
Java Sunda Haji Iyan,88.2,Wet Process (Washed),"Typica Types, Modern Hybrids",Yes,8.5,8.5,8.7,8.5,8.7,9.2,8.5,8.5,8.5,8.6,0,0,3.5,1,1,0,0,0,0,4,"Gunung Patuha, Ciwidey",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/java-sunda-haji-iyan-7911.html,1
Java Sunda Wet Hulled Tambak Ruyung,88,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8,8,8.4,8.3,8.5,9.5,8,8.7,7.8,9.3,0,0,3.5,2,0,0,3,2,0,4.5,"Tambak Ruyung, Ciwidey",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/java-sunda-wet-hulled-tambak-ruyung-7779.html,1
Sulawesi Dry Process Topidi,88.2,Dry Process (Natural),"Typica Types, Modern Hybrids",Yes,8,8.5,8.7,7.8,8.7,9.5,7.8,8.8,8.2,9.2,3,0,2.5,0,2,0,1.5,0,0,4.5,"Desa Topidi, Gowa Regency",Patio and Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/sulawesi-dry-process-topidi-7914.html,1
Sulawesi Kahayya Village,87.9,Wet Process (Washed),"Typica Types, Modern Hybrids",Yes,8.5,8.5,8.6,8.6,8.7,9,8.4,8.7,8.7,8.7,0,0,3,2,1.5,0,0,2,3,4,"Kahayya Village, South Sulawesi",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/sulawesi-kahayya-village-7910.html,1
Sumatra Anaerobic Dry Process Pendekar,89.2,Anaerobic Dry Process,Modern Hybrids,Yes,8.2,8.8,9,8.2,9,8.7,8.5,8.5,8,9.3,3.5,0,3,0,0,0,2,2,0,3.5,"Kerinci, Jambi Province",Raised Bed Sun-Dried,City to Full City+,https://www.sweetmarias.com/sumatra-anaerobic-dry-process-pendekar-7777.html,1
Sumatra Anaerobic Kerinci Cooperative,88.3,Anaerobic Method,Modern Hybrids,Yes,8.5,8.6,8.8,8.5,8.7,8.9,8.5,8.6,8.5,8.7,0,0,3.5,1,1.5,0,0,2,0,4,"Kerinci, Jambi Province",Raised Bed Sun Dried,City to Full City,https://www.sweetmarias.com/sumatra-anaerobic-kerinci-cooperative-7775.html,1
Sumatra Lintong Sigumpar Village,88.4,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8,8.4,8.6,8,8.7,9.3,8.5,8.7,7.7,9.5,0,0,3.5,0,2,0,3,3,2,4.5,"Humbang Hasunduntan Sub-district, North Sumatra",Covered Sun-dried,City+ to Full City+,https://www.sweetmarias.com/sumatra-lintong-sigumpar-village-7778.html,1
Sumatra Wet Hulled Kerinci Coop,88.1,Wet Hulled (Giling Basah),Modern Hybrids,Yes,8,8.5,8.6,8.3,8.7,9.5,7.8,8.5,8,9.2,0,0,3,3,0,0,2,2,2,4.5,"Gunung Tujuh, Kerinci",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/sumatra-wet-hulled-kerinci-coop-7774.html,1
Sumatra Wet Process Ribang Gayo,88.1,Wet Process (Washed),"Typica Types, Modern Hybrids",Yes,8.5,8.5,8.7,8.5,8.7,9,8.3,8.5,8.3,8.6,0,0,3,1,0,0,1,0,2.5,4,"Pantan Musara, Aceh Takengon",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/sumatra-wet-process-ribang-gayo-7781.html,1
Timor Leste Dry Process Dukurai,88,Dry Process (Natural),"Typica Types, Modern Hybrids",Yes,8,8.3,8.8,7.5,8.5,9.5,7.5,9,7.5,9.4,3,0,2.5,0,0,0,3,1,0,4.5,"Dukurai, Letefoho",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/timor-leste-dry-process-dukurai-7857.html,1
Timor Leste Hatletegeo,86.5,Wet Process (Washed),Modern Hybrids,Yes,8.5,8,8.4,8.3,8.3,8.5,8.3,8.2,8.5,8.5,0,0,2.5,2.5,0,1.5,0.5,1.5,0,3.5,Hatletegeo,Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/timor-leste-hatletegeo-7858.html,1
Timor Leste Honey Process Daurfusu,87.5,Honey Process,Modern Hybrids,Yes,8.5,8.2,8.5,8.2,8.5,8.8,8.3,8.4,8.5,8.6,0,0,2,0,0,0,0.5,0,3.5,4,"Dukarai, Letefoho",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/timor-leste-honey-process-daurfusu-7856.html,1
Brazil Bahia Viviana Aparecida,87.8,Dry Process (Natural),Modern Hybrids,Yes,8.2,8.2,8.6,8.3,8.8,9,8.3,8.4,8,9,3,0,3,0,0,0,2.5,0,0,4,"Licínio de Almeida - Bahia, Planalto",Patio Sun-Dried,City to Full City,https://www.sweetmarias.com/brazil-bahia-viviana-aparecida-7877.html,1
Brazil Canastra Luis Otavio,87.6,Dry Process (Natural),Modern Hybrids,Yes,8.3,8.3,8.5,8.3,8.5,9,8,8.4,8,8.8,2,0,3.5,0,0,1.5,2,0,0,4,"Serra da Canastra, Minas Gerais",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/brazil-canastra-luis-otavio-7866.html,1
Brazil Dry Process Pedra Branca,86,Dry Process (Natural),Bourbon Types,Yes,8.5,7.8,8.2,7.5,8.2,9.3,8,8,8,8.5,0,0,2.5,2,0,3,1,0,0,4.5,"Pedralva, Minas Gerais",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/brazil-dry-process-pedra-branca-7830.html,1
Brazil Pulp Natural Wania Maria,86.8,Pulp Natural,,Yes,8.5,8.3,8.4,8.3,8.5,9,8.2,8.3,8.3,8,0,0,2,3,0,1.5,0.5,0.5,0,4,"Santa Rita do Sapucaí, Minas Gerais",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/brazil-pulp-natural-wania-maria-7825.html,1
Brazil Yellow Honey Carlos Henrique,86.5,Honey Process,Modern Hybrids,Yes,8.5,8,8.3,8.2,8.5,9,8.2,8.3,8.3,8.2,0,0,2,3,0,1,0.5,0,0,4,"Carmo de Minas, Minas Geraís",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/brazil-yellow-honey-carlos-henrique-7826.html,1
Colombia Caficultoras El Tambo,86.5,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.3,8.6,8.3,8.5,9,8.5,8.5,8.5,8.3,0,0,3.5,0,0,0,0,0,0,4,"El Tambo, Huila",Covered Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/colombia-caficultoras-el-tambo-7746.html,1
Colombia Honey Process Doña Katherine,89,Honey Process,Caturra Types,Yes,8.5,8.8,9,8.5,9.2,9,9,9,8.5,9,2,0,3,0,2,0,0,0,0,4,"El Páramo, Aponte, Nariño",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-honey-process-dona-katherine-7758.html,1
Colombia Inzá Vereda Belén,87.3,Wet Process (Washed),"Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.7,8.8,8.7,8.8,8.3,8.5,8.7,8.5,8.8,0,0.5,3.5,0,1,0,0,0,3,3,"Vereda Belén, Inzá, Cauca",Covered Sun-Dried,City to City+,https://www.sweetmarias.com/colombia-inza-vereda-belen-7750.html,1
Colombia Inzá Veredas Vecinas,87.7,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,9,8.5,8.7,8.6,8.6,9,8.5,8.6,8.5,8.7,0,0,3.5,2,1.5,0,0,1,0,4,"Inzá, Cauca",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-inza-veredas-vecinas-7921.html,1
Colombia Rio Chiquito Angel Ariza,87.1,Wet Process (Washed),"Caturra Types, Bourbon Types, Modern Hybrids",Yes,8.5,8.5,8.7,8.5,8.7,9,8.5,8.6,8.5,8.6,0,0,3.5,1,0,0,0,1.5,3,4,"Rio Chiquito, Cauca",Covered Sun-Dried,City to Full City+; very versatile!,https://www.sweetmarias.com/colombia-rio-chiquito-angel-ariza-7754.html,1
Colombia Tolima China Alta,88.2,Wet Process (Washed),"Caturra Types, Typica Types, Modern Hybrids",Yes,8.5,8.7,8.8,8.7,9,9,8.7,8.8,8.5,9,2,0,4,2,0,1.5,0.5,0,0,4,"China Alta, Tolima",Covered Sun-Dried,City to Full City+,https://www.sweetmarias.com/colombia-tolima-china-alta-7923.html,1
Peru Chirinos Cleyder Altamirano,87,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.5,8.3,8.5,9,8.3,8.6,8.4,8.4,0,0,3.5,1,0,0,0,0,0,4,"San Miguel, Chirinos, Cajamarca",Raised Bed Sun Dried,City+ to Full City+,https://www.sweetmarias.com/peru-chirinos-cleyder-altamirano-7469.html,1
Peru Dry Process Alto Pirias,87.5,Dry Process (Natural),"Caturra Types, Typica Types, Modern Hybrids",Yes,8.5,8.5,8.6,8.3,8.8,9,8,8.7,7.8,9.3,3,0,2.5,0,2,0,2,0,0,4,"Alto Pirias, Chirinos",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/peru-dry-process-alto-pirias-7815.html,1
Peru El Diamante Doña Luz,87.7,Wet Process (Washed),"Caturra Types, Bourbon Types",Yes,9,8.6,8.7,8.5,8.7,9,8.6,8.5,8.5,8.6,1,0,3,2,0,0,0,0,2,4,"El Diamante, San Jose de Lourdes",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/peru-el-diamante-dona-luz-7809.html,1
Peru Huabal Perlamayo,87.5,Wet Process (Washed),"Caturra Types, Bourbon Types, Modern Hybrids",Yes,8.5,8.4,8.7,8.5,8.5,8.7,8.4,8.5,8.5,7.8,0,0,3,2,1.5,2,0,1,0,3.5,"Perlamayo, Huabal",Patio Sun-dried,City to Full City,https://www.sweetmarias.com/peru-huabal-perlamayo-7816.html,1
Peru Productores Del Diamante,88.1,Wet Process (Washed),"Caturra Types, Modern Hybrids",Yes,8.5,8.5,8.8,8.6,8.7,9.2,8.7,8.9,8.5,8.7,0,0,3,3.5,0,0,0,0,0,4,"Del Diamante, Huabal, Jaen",Patio Sun-Dried,City to Full City+,https://www.sweetmarias.com/peru-productores-del-diamante-7811.html,1
Peru San Jose Finca La Montana,86.5,Wet Process (Washed),Caturra Types,Yes,8.5,8.5,8.6,8.4,8.5,9,8.2,8.5,8.3,8,0,0,3,2,0,1,0.5,0,0,4,"El Diamante, San Jose de Lourdes",Patio Sun-Dried,City+ to Full City+,https://www.sweetmarias.com/peru-san-jose-finca-la-montana-7466.html,1
Sweet Maria's Altiplano Blend,87.5,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,8.5,8.3,8.6,7.8,8.5,9.5,8.3,8.2,8.3,8.5,1,0,2,3,1,2,0,0,0,5,"Costa Rica, Mexico, Nicaragua",Raised Bed Sun-dried,"Full City - Full City+ for deep chocolate roast flavors, and a subtle fruit hint",https://www.sweetmarias.com/sweet-maria-s-altiplano-blend.html,1
"Sweet Maria's Decaf Espresso ""Donkey"" Blend",85.8,Varies,Varies,No,9,7.8,8,8,8.5,7.5,8,7,7,8,0,0,2,1,1,2,3,,0,3,,,"As with all decafs, remember they roast faster and have the propensity to get away from you and end up darker than you expected. So attend to the roaster and stop the roast manually if possible to get it just right. Roast preference with espresso is up to you. I personally prefer the lighter N. Italian roast -just a bit more than a Full City.",https://www.sweetmarias.com/sweet-maria-s-decaf-espresso-donkey-blend.html,1
Sweet Maria's Espresso Monkey Blend,88,Wet and Dry Process,Varies,Yes,7.5,8.5,8,7.5,9,9,9,8,7.5,9,2,0,3,2,1,2,3,1,1,5,"Africa, South America, Central America",Patio and Raised Bed Sun-Dried,"I like this blend best when the roast is stopped just as second crack becomes rapid, and shows no sign of slowing down. Actually, I like it a lot lighter than that too! I don't like this roasted to a dark, dark roast stage, Full French or Italian. This is because Brazilian coffees become ashy and began to bitter when roasted extremely dark. I believe strongly in a 36+ hour resting period before use for espresso extraction! It wont kill you to use it sooner... but you might notice sharp unpleasant notes.",https://www.sweetmarias.com/sweet-maria-s-espresso-monkey-blend.html,1
Sweet Maria's Ethiopiques Version 2.0,90,"Dry Process (Natural), and Wet Process (Washed)",Heirloom Types,Yes,8.2,8.5,8.5,8.5,9.2,9.8,8.7,8.8,8.5,9.3,3,0,2.5,0,0,0,1.5,0,0,5,"Limu and Guji, Ethiopia",Raised Bed Sun-Dried,Full City to Full City+,https://www.sweetmarias.com/sweet-maria-s-ethiopiques-version-2-0-6113.html,1
Sweet Maria's Liquid Amber Espresso Blend,86.6,Varies,Varies,No,7,7.5,8,7.8,8.3,1,8,8,6,9,0,0,2,2,0,2,3,0,0,5,,,"I advocate a Northern Italian style roast (lighter espresso roast, really a French roast, stopped 30-45 seconds into 2nd crack), but the blend works very well at the darker Southern Italian style roast (a full French roast actually, at the peak of a rapid 2nd crack). Either way, get this into 2nd crack and allow proper resting that espresso demands: 48+ hours is best. This blend works great in air and drum roast machines and I developed it test-roasting on both. If you notice a tingly ""baking soda effect"" in your mouth, then the coffee could use more rest.",https://www.sweetmarias.com/sweet-maria-s-liquid-amber-espresso-blend.html,1
Sweet Maria's Moka Kadir Blend,88.2,Dry Process (Natural),Heirloom Types,No,8,8.2,8.7,7.5,8.8,9.8,7.8,8.6,7.3,9.5,2,0,3,2,0,1,3,1,0,5,"Yemen, Ethiopia, Brazil",Patio Sun-dried & Raised Bed Sun-dried,Full City+ to Vienna,https://www.sweetmarias.com/sweet-marias-moka-kadir-blend-4463.html,1
Sweet Maria's New Classic Espresso,88.7,Varies,Varies,No,8,8,8.5,7.8,9,1,8.7,8.2,8,8.5,1,0,2,3,1,1,0.5,2,0,5,,,"We recommend a range of roasts from FC, FC+ to light Vienna. That means just ending the roast just before 2nd crack (FC), a few snaps into 2nd crack (FC+), or as second crack begins to gain some momentum (Vienna)",https://www.sweetmarias.com/sweet-maria-s-new-classic-espresso.html,1
Green Coffee Decaf Sample Set- 4 Pounds,,,,No,,8,,,9,,,,,,,,,,,,,,,5,,,,https://www.sweetmarias.com/green-coffee-decaf-sample-set-4-pounds-1.html,1
Green Coffee Sample Set- Espresso,,,,,,8,,,9,,,,,,,,,,,,,,,5,,,,https://www.sweetmarias.com/green-coffee-sample-set-espresso.html,1
Green Coffee Sample Set- Half Regular/Half Decaf,,,Varies,No,,8,,,9,,,,,,,,,,,,,,,5,,,,https://www.sweetmarias.com/green-coffee-sample-set-half-half.html,1
Green Coffee Sample Set- Regular,,,,No,,8,,,9,,,,,,,,,,,,,,,5,,,,https://www.sweetmarias.com/green-coffee-sample-set-regular.html,1
Green Coffee Subscription,,,,No,,8,,,9,,,,,,,,,,,,,,,5,,,,https://www.sweetmarias.com/green-coffee-subscription.html,1
Roasted Coffee Subscription,,,,,,8,,,9,,,,,,,,,,,,,,,5,,,,https://www.sweetmarias.com/rstd-subs-1050.html,1
Roasted Espresso: New Classic Blend 4/16,,,,,,8,,,9,,,,,,,,,,,,,,,5,,,,https://www.sweetmarias.com/roasted-espresso-new-classic-blend1.html,1
Roasted Espresso: Sweet Maria's 10 Speed Blend 4/16,,"Wet Process, and Honey Process",,,,8,,,9,,,,,,,,,,,,,,,5,"Latin America, East Africa",Patio and Raised Bed Sun-Dried,,https://www.sweetmarias.com/roasted-coffee-sweet-marias-10-speed-blend-7834.html,1
